CANOIL PRODUCT AND CUSTOMER LIST
Generated: 2025-12-01 18:43:01

================================================================================
PRODUCTS WITH PACKAGING SIZES
================================================================================

Item No.,Description,Packaging Size,Stocking Units,Purchasing Units,Unit Weight,Status,Item Type,Stock,Recent Cost,Standard Cost
WF-ACDELCODEXRONVI-BULK,0217000R-WAKEFIELD ACDelco Dexron VI ATF BULK,"LITRE, BULK",LITRE,BULK,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-ANTI SLIP SHEETS,Wakefield-ANTI SLIP SHEETS,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-AXLE SLIP 80W90 BULK,WF-CASTROL AXLE Limited Slip 80W90 BULK,"LITER, BULK",LITER,BULK,1,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-AXLE SLIP 80W90 CASE,WF- CASTROL AXLE Limited Slip 80W90 12x500ML CASE,Case,CASE,CASE,0,Active,Assembled,0.000000,$0.000000,$0.000000
WF-AXLE SLIP80W90 CARTON,WF-0163A CTN AXLE Limited Slip 80W90 12x500 CARTON ,N/A,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-BAR&CHAINOIL-4409600R,4409600R- WAKEFIELD BAR & CHAIN OIL- BULK,"LITRE, BULK",LITRE,BULK,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-BAR&CHAINOIL3X5LCASES,WF- BAR & CHAIN OIL 3x5 L CASE,"Case, CASE3",CASE3,CASE3,0,Active,Assembled,0.000000,$0.000000,$0.000000
WF-BTL 4LT WHITE CAS,0331-WF BTL 4 L WHITE CAS,N/A,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-BTL AXLE SLIP 80W90,WF-0358A BTL 500ml AXLE Limited Slip 80W90,N/A,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-BTL WCI WHITE 1L,WF-BTL440104 BOTTLE WCI WHITE 1 L,N/A,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-BTL WCI WHITE 5L,WF-BTL440103 BOTTLE WCI WHITE 5 L,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-BTL440102 WCI-5L,BTL-440102 BTL WCI GREY 5 L WAKEFIELD,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-BTL4403542A SQUEEZE,WF- 1L Handle Squeeze Bottle-HDPE WHITE,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-BTLACDBLUE5L,BTL440201- WAKEFIELD BTL ACD BLUE 5 L,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CAP006BLUE,CAP006- Wakefield Blue 38/400 Cap,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CAP008GREEN,CAP008- Wakefield Green 38/400 Cap,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CAP016 YORKER SPOUT,WF- YORKER SPOUT,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CAPBLACK 33/400-0551,0551- CAP BLACK 33/400 PULL TAB,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CAPBLACK 38/400-0550,0550- CAP BLACK 38/400 PULL TAB - 1210029,N/A,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CAPRED 38/400-CAP007,CAP007- CAP RED 38/400,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CARTON FS 5W30 DEXOS,"CTN020723AA-CARTON FS 5W30 Dexos 1:2015, 3x5L",N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CARTON100-3X5,CTN440963AA-CARTON-100 3x5 WAKEFIELD BAR & CHAIN,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CARTON10W-30 CK-4,CTN440183AA- CARTON 10W-30 CK-4 3x5L,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CARTON15W40 CK-4,CTN440173AA- CARTON 15W40 CK-4 3x5L,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CARTON5W40 CK-4 3X5L,CTN440123AA- CARTON 5W40 DEO CK-4 3x5L,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CARTONACDELCO15W40-5L,CTN020753AA- CARTON ACDELCO 15W40 CK-4 3x5L,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CARTONACDELCO3X5L,CTN021703AA- CARTON AC DELCO DEXRON VI ATF 3x5L,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CASTROL BLACK BOXES,WF- CASTROL BLACK BOXES,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CASTROL WHITE BOXES,WF- CTN020ADRP WHITE BOXES,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CC DRP 5W-40,WF-020143AE CC DRP 5W-40,PALLET,PALLET,PALLET,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CC DRP-0W-20,WF-020173AE CC DRP 0W-20,PALLET,PALLET,PALLET,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CC DRP-5W-20,WF-020093AE CC DRP 5W-20,PALLET,PALLET,PALLET,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CC DRP-5W-30,WF-020113AE CC DRP 5W-30,PALLET,PALLET,PALLET,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CK-4 15W40 3X5L CASE,WF-440173A CK-4 15W40 3x5 L CASES,"Case, CASE3",CASE3,CASE3,0,Active,Assembled,0.000000,$0.000000,$0.000000
WF-CK-4 5W40 DEO BULK,4401200R-WAKEFIELD CK-4 5W40 DEO BULK,"LITRE, BULK",LITRE,BULK,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CK-415W40BULK,4401700R-WAKEFIELD CK-4 15W40 BULK,"LITRE, BULK",LITRE,BULK,0,Active,Raw Material,0.000000,$0.000000,$0.000000
"WF-CORNER POST ""32","Wakefield- Corner Post ""32 inch",N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
"WF-CORNER POST ""39","Wakefield- Corner Post ""39 inch",N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CTN 4L SUPER SNOW 2T,WF-0197C CTN SUPER SNOW 2T 3x4L Carton - P012AEB-01,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CTN 4L SUPER SNOW 2TC,WF-0197D CTN SUPER SNOW 2T 3x4L Carton - P012AEB-02,N/A,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CTN EDGE EP 5W30 3X5L,WF-CTN020613AA CTN EDGE EP 5W30 3x5L CARTON (P01C614-00),N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CTN GTX 20W50 3X5L,WF-CTN000193AA CTN GTX Classic 20W50 3x5L (P01E18E-00),N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CTN GTX 20W50 6X1L,WF-CTN0001938A CTN GTX Classic 20W50 6x1L (P01E19B-00),N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-CTN SUPER OBMO 3X4L,0198B-WF CTN SUPER OBMO 3x4 L Carton,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-DRP 0W-20 COSTCO,WF-020173AE DRP CASTROL EDGE 0W-20 3 Layer,PLT,PLT,PLT,0,Active,Assembled,0.000000,$20.531120,$16.257000
WF-DRP 5W-20 COSTCO,WF-020093AE DRP CASTROL EDGE 5W-20 3 Layer,PLT,PLT,PLT,0,Active,Assembled,0.000000,$20.531120,$16.257000
WF-DRP 5W-30 COSTCO,WF-020113AE DRP CASTROL EDGE 5W-30 3 Layer,PLT,PLT,PLT,0,Active,Assembled,0.000000,$20.531120,$16.257000
WF-DRP 5W-40 A3/B4,WF-020143AE DRP CASTROL EDGE 5W-40 A3/B4 3 Layer,PLT,PLT,PLT,0,Active,Assembled,0.000000,$20.531120,$16.257000
WF-FS 5W30 DEXOS GEN2 CS,WF-ACDelco Full Synthetic 5W30 Dexos1 Gen2 3x5 L CASE,"Case, CASE3",CASE3,CASE3,0,Active,Assembled,0.000000,$0.000000,$0.000000
WF-FS 5W30 DEXOS1 BULK,0207200R-ACDelco FS 5W30 Dexos1 Gen2 BULK,"LITRE, BULK",LITRE,BULK,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-GEAR 75W-140 INSERT,WF- GEAR OIL 75W-140 12x1L Insert,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-GEAR OIL 75W-140 BULK,WF- GEAR OIL 75W-140 BULK,"LITER, BULK",LITER,BULK,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-GEAR OIL 75W-140 CASE,WF- GEAR OIL 75W-140 12x1L Case,Case,Case,Case,0,Active,Assembled,0.000000,$0.000000,$0.000000
WF-GEAR OIL 75W-140 CTN,WF- GEAR OIL 75W-140 12x1L CARTON,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-LABEL SUPER OBMO 4L B,6661C-WF LBL SUPER OBMO 4 L Back,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-LABEL SUPER OBMO 4L F,6660C-WF LBL SUPER OBMO 4 L Front,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-LABEL SUPER SNOW 2T B,WF-6663C LBL SUPER SNOW 2T 4L BACK,N/A,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-LABEL SUPER SNOW 2T F,WF-6662C LBL SUPER SNOW 2T 4L FRONT,N/A,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-LABEL(B)10W-30 CK-4,LBL440183AEB - Back label 10W--30 CK-4 3x5L,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-LABEL(B)ACDELCO15W40,LBL020753AAB - Back label AC DELCO 15W40 CK-4,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-LABEL(B)FS5W30DEXOS,LBL020723ABB - Back label - FS 5W30 DEXOS1:2015,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
"WF-LABEL(BACK)-100,3X5",LBL440963AB - Back label - 100 3x5 Wake. BAR & CHAIN OIL,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-LABEL(BACK)15W40 CK-4,LBL440173AEB - Back label-15W40 CK-4,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-LABEL(BACK)5W40,LBL440123ABB - Back label- 5W40 CK-4,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-LABEL(BACK)AC DELCO,LBL021703AAB - Back label-AC DELCO DEXRON VI 5 L,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-LABEL(F)10W-30 CK-4,LBL440183AEF - Front label 10W-30 CK-4 3x5 L,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-LABEL(F)ACDELCO15W40,LBL020753AAF - Front label AC DELCO 15W40 CK-4,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-LABEL(F)FS5W30DEXOS,LBL020723ABF - Front label- FS 5W30 DEXOS1:2015,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
"WF-LABEL(FRONT)-100,3X5",LBL440963AF - Front label - 100 3x5 Wake. BAR & CHAIN OIL,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-LABEL(FRONT)15W40 CK4,LBL440173ADF - Front label-15W40 CK-4,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-LABEL(FRONT)5W40,LBL440123ABF - Front label- 5W40 CK-4,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-LABEL(FRONT)AC DELCO,LBL021703AAF - Front label - AC DELCO DEXRON VI ATF 5 L,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-LBL GEAR OIL 75W-140,WF- LABEL GEAR OIL 75W-140 12x1L,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-LBL USX SUPER 2T 4L B,WF-6731C LBL USX SUPER SNOW 2T 4L Back,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-LBL USX SUPER 2T 4L F,WF-6730C LBL USX SUPER SNOW 2T 4L Front,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-ND 30 12X1L CARTON,WF-CTN4402842AA NON DETERGENT 30 12x1 L CARTON,N/A,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-ND 30 12X1L CASE,WF-4402842 NON DETERGENT 30 12x1 L CASE,"Case, CASE12",CASE12,CASE12,0,Active,Assembled,0.000000,$0.000000,$0.000000
WF-ND 30 BULK,WF-4402800 NON-DETERGENT 30 BULK (L),LITER,LITER,LITER,1,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-ND 30 LBL 1L FRONT,WF-LBL4402842F ND 30 12x1 L FRONT,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-ND 30LBL 1L BACK,WF-LBL4402842B ND 30 12x1 L BACK,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-PALLET CAP 48X48,WF- 2268 PALLET CAP 48x48 EA,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-PALLET CHEP BLOCK,WF-5090000 PALLET: CHEP BLOCK,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-PALLET CHEP STRINGER,WF-5090009 PALLET CHEP STRINGER,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-PALLET REUSABLE,5082000-Wakefield PALLET:REUSABLE,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-PALLET TRAYS,Wakefield- Pallet Trays,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-PALLET40X48-5081000,5081000-PALLET 40x48 WAKEFIELD,N/A,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-PALLET48X48-5080000,5080000-PALLET 48x48 WAKEFIELD,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-SPOUT CAP 24MM-410,WF-0503 SPOUT CAP 24mm-410-NH-00,N/A,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL 12X1L CARTON,WF-CTN Stihl 12X1 L-CARTON,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL 12X500ML CARTON,WF- CTN STIHL 12x500 ml-CARTON,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL 16X200ML CARTON,WF-2549A CTN STIHL 16x200 ml-CARTON,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL 1LT BOTTLE CAS,WF- BTL 1 L CAS VUESTRIP,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL 2-STROKE BULK,WF-4039700R STIHL PREMIUM 2-STROKE BULK,"LITER, BULK",LITER,BULK,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL 250ML BOTTLE,WF-0325 BTL 250 ml VUESTRIP (P003ED3),N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL 2S 12X500MLCASE,WF-STIHL 2 STROKE OIL 12x500 ml CASE,Case,CASE,CASE,0,Active,Assembled,0.000000,$0.000000,$0.000000
WF-STIHL 2S 16X200MLCASE,WF-4039763 STIHL 2 STROKE OIL 16x200 ml CASE (14A915),Case,CASE,CASE,0,Active,Assembled,0.000000,$0.000000,$0.000000
WF-STIHL 2STR 12X1L CASE,WF- STIHL 2 STROKE OIL 12X1 L CASE,Case,CASE,CASE,0,Active,Assembled,0.000000,$0.000000,$0.000000
WF-STIHL 500ML BOTTLE,WF- BTL 500 ml CAS VUESTRIP,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL CAP33/400ORANGE,WF-0557 CAP 33/400 ORANGE 250/500 ml BTL Pull Tab,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL CAP38/400ORANGE,WF-CAP 38/400 ORANGE 1 L BTL Pull Tab,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL LBL 2C 200ML B,WF-6511D LBL 2 CYCLE 200 ml-BACK,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL LBL 2C 200ML B,WF-6511D LBL 2 CYCLE 200 ml-BACK,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL LBL 2C 200ML F,WF-6510D LBL 2 CYCLE 200 ml-FRONT,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL LBL 2C 200ML F,WF-6510D LBL 2 CYCLE 200 ml-FRONT,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL LBL 2C 500ML B,WF- LBL 2 CYCLE 500 ml- Back,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL LBL 2C 500ML B,WF- LBL 2 CYCLE 500 ml- Back,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL LBL 2C 500ML F,WF-LBL 2 CYCLE 500 ml-FRONT,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL LBL 2C 500ML F,WF-LBL 2 CYCLE 500 ml-FRONT,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL LBL 2CYCLE 1L B,WF-LBL 2 CYCLE 1 L-BACK,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL LBL 2CYCLE 1L B,WF-LBL 2 CYCLE 1 L-BACK,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL LBL 2CYCLE 1L F,WF- LBL 2 CYCLE 1 L-FRONT,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-STIHL LBL 2CYCLE 1L F,WF- LBL 2 CYCLE 1 L-FRONT,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-SUPER OBMO 3X4L CASE,WF- CASTROL SUPER OBMO 3x4 L CASE,Case,CASE,CASE,0,Active,Assembled,0.000000,$0.000000,$0.000000
WF-SUPER OBMO 3X4L CASE,WF- CASTROL SUPER OBMO 3x4 L CASE,Case,CASE,CASE,0,Active,Assembled,0.000000,$0.000000,$0.000000
WF-SUPER OBMO BULK,0154700R-WF SUPER OBMO BULK,LITER,LITER,LITER,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-SUPER OBMO BULK,0154700R-WF SUPER OBMO BULK,LITER,LITER,LITER,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-SUPER SNOW 3X4L CASE,WF-CASTROL SUPER SNOW MOBILE 3X4L CASE - CANADA,Case,CASE,CASE,1,Active,Assembled,0.000000,$0.000000,$0.000000
WF-SUPER SNOW 3X4L CASE,WF-CASTROL SUPER SNOW MOBILE 3X4L CASE - CANADA,Case,CASE,CASE,1,Active,Assembled,0.000000,$0.000000,$0.000000
WF-SUPER SNOW 3X4L CS US,WF-CASTROL SUPER SNOW MOBILE 3X4L CASE USX,Case,CASE,CASE,1,Active,Assembled,0.000000,$0.000000,$0.000000
WF-SUPER SNOW 3X4L CS US,WF-CASTROL SUPER SNOW MOBILE 3X4L CASE USX,Case,CASE,CASE,1,Active,Assembled,0.000000,$0.000000,$0.000000
WF-SUPER SNOW BULK,WF-0017400R SUPER SNOW MOBILE BULK,LITER,LITER,LITER,1,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-SUPER SNOW BULK,WF-0017400R SUPER SNOW MOBILE BULK,LITER,LITER,LITER,1,Active,Raw Material,0.000000,$0.000000,$0.000000
WF-TOTE-5070000,5070000-TOTE CONTAINER WAKEFIELD,Container,EA,EA,0,Inactive,Raw Material,0.000000,$0.000000,$0.000000
WF-TOTE-5070000,5070000-TOTE CONTAINER WAKEFIELD,Container,EA,EA,0,Inactive,Raw Material,0.000000,$0.000000,$0.000000
WF-USX SUPER SNOW 3X4L C,WF-USX SUPER SNOW 2T 3x4L CASE,Case,CASE,CASE,0,Active,Assembled,0.000000,$0.000000,$0.000000
WF-USX SUPER SNOW 3X4L C,WF-USX SUPER SNOW 2T 3x4L CASE,Case,CASE,CASE,0,Active,Assembled,0.000000,$0.000000,$0.000000
WHITE LID 6 GALLON-LANX,WHITE LID 6 GALLON- LANXESS,Gallon,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
WHITE LID 6 GALLON-LANX,WHITE LID 6 GALLON- LANXESS,Gallon,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
WHITE PAIL 6 GALLON-LANX,WHITE PAIL 6 GALLON- LANXESS,"Pail, Gallon",EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
WHITE PAIL 6 GALLON-LANX,WHITE PAIL 6 GALLON- LANXESS,"Pail, Gallon",EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
WHITEGUMMEDTAPE,WHITE REINFORCED GUMMED TAPE 72mm x 150m,"FT, CASE",FT,CASE,1,Active,Raw Material,0.000000,$0.001900,$0.001900
WHITEGUMMEDTAPE,WHITE REINFORCED GUMMED TAPE 72mm x 150m,"FT, CASE",FT,CASE,1,Active,Raw Material,0.000000,$0.001900,$0.001900
WINTROLSAMH40,WINTROL SAM H40 DRUM,"Drum, KG",KG,DRUM,0,Active,Raw Material,156.200000,$25.490196,$13.000000
WINTROLSAMH40,WINTROL SAM H40 DRUM,"Drum, KG",KG,DRUM,0,Active,Raw Material,156.200000,$25.490196,$13.000000
WIREBUCKLES,WIRE BUCKLES 1/2 for STRAPPING PALLETS,BOX,EA,BOX,1,Active,Raw Material,0.000000,$32.250000,$32.250000
WIREBUCKLES,WIRE BUCKLES 1/2 for STRAPPING PALLETS,BOX,EA,BOX,1,Active,Raw Material,0.000000,$32.250000,$32.250000
WOOD CRATE,48x45x44 New Wood Crate (for Drums),Drum,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WOOD CRATE,48x45x44 New Wood Crate (for Drums),Drum,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
WOOD CRATE KEG,32x32x29 New Wood Crate Square (for kegs),Keg,EA,EA,0,Active,Raw Material,0.000000,$322.500000,$0.000000
WOOD CRATE KEG,32x32x29 New Wood Crate Square (for kegs),Keg,EA,EA,0,Active,Raw Material,0.000000,$322.500000,$0.000000
XIAMETER PMX 200 20 CS,Xiameter PMX-200 Silicone Fluid 20 cSt,"KG, DRUM",KG,DRUM,0,Active,Raw Material,0.000000,$20.160000,$20.160000
XIAMETER PMX 200 20 CS,Xiameter PMX-200 Silicone Fluid 20 cSt,"KG, DRUM",KG,DRUM,0,Active,Raw Material,0.000000,$20.160000,$20.160000
XIAPMX200,Xiameter PMX-200 Silicone Fluid 50 cSt - 200 kg drum,"200kg, Drum, KG",KG,DRUM,1,Active,Raw Material,"2,009.800000",$6.030000,$6.520000
XIAPMX200,Xiameter PMX-200 Silicone Fluid 50 cSt - 200 kg drum,"200kg, Drum, KG",KG,DRUM,1,Active,Raw Material,"2,009.800000",$6.030000,$6.520000


================================================================================
CUSTOMERS
================================================================================

Customer Name,Total Orders,Last Order Date
4500955353,1,/Date(1595304000000)/
58 Totes,1,/Date(1639371600000)/
60090,1,/Date(1642568400000)/
ACTUATOR SPECIALTIES,23,/Date(1758600000000)/
AEC,10,/Date(1674450000000)/
AEC Goup Inc,1,/Date(1741838400000)/
AEC Group,11,/Date(1689652800000)/
AEC Group Inc,9,/Date(1741838400000)/
AEC Group Inc.,101,/Date(1759118400000)/
AEC Inc,1,/Date(1675227600000)/
AEC PO# 18347,1,/Date(1614920400000)/
AEC PO# 18623,1,/Date(1625544000000)/
AEC PO# 18624,1,/Date(1632715200000)/
AEC PO# 18874,1,/Date(1645074000000)/
AEC# PO# 18347,1,/Date(1614056400000)/
AEC-PO# 18347,2,/Date(1615438800000)/
AMMA Marine Inc.,3,/Date(1737090000000)/
AUMA Riester GmbH & Co. KG,1,/Date(1660881600000)/
AWSUM PO# 190253,1,/Date(1585800000000)/
AXEL FRANCE-USD,18,/Date(1761019200000)/
AXEL France-CAD,2,/Date(1666238400000)/
Actuation Plus LLC,17,/Date(1748923200000)/
"Actuation Plus, LLC PO# 3881",1,/Date(1585800000000)/
Actuator PO# JW070621-1,2,/Date(1625803200000)/
Actuator PO# LD101921-2,2,/Date(1634788800000)/
Actuator Specialities PO# MS040720-6,1,/Date(1586232000000)/
Actuator Specialitites PO# MS050520-1,1,/Date(1588651200000)/
Actuator Specialties PO# MS042020-1,1,/Date(1587355200000)/
Allychem Company Limited,1,/Date(1746072000000)/
Amma Marine,5,/Date(1717560000000)/
Andritz (Denise Reed),1,/Date(1714017600000)/
Apical,6,/Date(1634875200000)/
Apical & P&W,1,/Date(1590724800000)/
Apical Conveyor - PO# 540,1,/Date(1600660800000)/
Apical Conveyor Systems Inc.,15,/Date(1727150400000)/
Apical PO# 562,2,/Date(1635134400000)/
"Apical, P&W",2,/Date(1592452800000)/
Applied Industrial Technologies- Quebec,2,/Date(1742356800000)/
Auma Riester GmbH & Co.,4,/Date(1755748800000)/
AwSUM Outcomes Inc.,2,/Date(1653537600000)/
Awesome PO# 190335,2,/Date(1602734400000)/
Awsum Outcome Inc PO# 190244,1,/Date(1586145600000)/
Awsum Outcomes,1,/Date(1669179600000)/
Awsum Outcomes Inc PO# 190244,1,/Date(1586232000000)/
Awsum Outcomes Inc.,25,/Date(1707800400000)/
Awsum Outcomes PO# 190244,1,/Date(1586232000000)/
Awsum PO# 190275,1,/Date(1597723200000)/
Awsum PO# 190379,1,/Date(1603425600000)/
Awsum PO# 190897,2,/Date(1647576000000)/
Axel France,1,/Date(1652328000000)/
Axel France PO# 22418,1,/Date(1614661200000)/
BBK TRADE SOLUTIONS,11,/Date(1759723200000)/
BBK Traders,13,/Date(1720756800000)/
BBK Trading Solutions,1,/Date(1649044800000)/
BDI CANADA INC.,3,/Date(1701061200000)/
BDI Canada,1,/Date(1667883600000)/
BDI PO# 4502658870-46,1,/Date(1596513600000)/
BDI PO# 4502696640-46,1,/Date(1600228800000)/
BDI PO# 4503287541-X46,1,/Date(1628481600000)/
BDI PO# 4503307019-X46,1,/Date(1628740800000)/
BIA PO# HH-21071,1,/Date(1617595200000)/
BLP PO# 2021/CC001,1,/Date(1636693200000)/
BN Progressive Products Ltd.,4,/Date(1757390400000)/
BVA,1,/Date(1605502800000)/
BVA Inc,31,/Date(1702357200000)/
BVA Inc.,79,/Date(1763096400000)/
BVA Oil,1,/Date(1692590400000)/
BVA Oils,35,/Date(1728619200000)/
BVA PO# 35770,1,/Date(1587528000000)/
BVA PO# 36404,1,/Date(1606798800000)/
BVA PO# 36491,1,/Date(1609304400000)/
BVA PO# 36561,1,/Date(1611637200000)/
